Date,Time,Datetime,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Ozone,WS,WD
1/1/2021,1:00:00,1/1/2021 1:00,472,648.5,264.82,66.25,46.58,16.42,3.88,3.35,0.3,192.52
1/1/2021,2:00:00,1/1/2021 2:00,498,660,267.5,54.35,45.67,12.55,3.95,4.45,0.3,192.7
1/1/2021,3:00:00,1/1/2021 3:00,511,663,272.1,56.85,33.3,11,3.5,4.3,0.3,192.83
1/1/2021,4:00:00,1/1/2021 4:00,496,652,217.25,48.98,40.05,11.18,3.1,3.3,0.3,192.8
1/1/2021,5:00:00,1/1/2021 5:00,449.5,605,222.38,52.92,43.65,10.57,2.8,3.35,0.3,186.1
1/1/2021,6:00:00,1/1/2021 6:00,434.5,598.5,238.65,52.75,42.7,11.32,2.72,3.55,0.3,177.4
1/1/2021,7:00:00,1/1/2021 7:00,423,579,261.05,52.8,43.88,11.38,2.9,3.58,0.3,177.12
1/1/2021,8:00:00,1/1/2021 8:00,416,566,289.1,56.77,41.85,15.32,3.22,4.12,0.3,174.07
1/1/2021,9:00:00,1/1/2021 9:00,453.5,667,271.48,93.22,46.62,16.65,3.45,6.2,0.28,150.18
1/1/2021,10:00:00,1/1/2021 10:00,533,769,125.95,137.48,49.6,14.28,3.05,6.2,0.25,133.23
1/1/2021,11:00:00,1/1/2021 11:00,601.75,797.75,25.4,147.62,55.38,15.25,2.55,15.85,0.23,134.73
1/1/2021,12:00:00,1/1/2021 12:00,651.25,827.25,9.95,102.5,49.73,14.5,1.95,35.42,0.23,122.7
1/1/2021,13:00:00,1/1/2021 13:00,577,712.75,4.25,67.85,49.95,22.73,1.62,58.8,0.2,124.2
1/1/2021,14:00:00,1/1/2021 14:00,404.75,512.75,3.88,48.62,49.77,20.05,1.43,61.38,0.23,139.52
1/1/2021,15:00:00,1/1/2021 15:00,274,356.5,3.3,41.58,46.88,15.65,1.15,65.15,0.25,105.7
1/1/2021,16:00:00,1/1/2021 16:00,221.25,288.5,2.55,46.75,45.08,17.73,0.6,66.88,0.25,146.52
1/1/2021,17:00:00,1/1/2021 17:00,249.5,345.25,2.22,56.5,45.5,16.07,0.97,53.55,0.28,143.93
1/1/2021,18:00:00,1/1/2021 18:00,288.25,406.5,2.65,66.53,46.3,16.25,1.07,27.43,0.28,122.28
1/1/2021,19:00:00,1/1/2021 19:00,293.5,421,49.7,93.72,48.52,15.53,2.22,5.25,0.3,165.48
1/1/2021,20:00:00,1/1/2021 20:00,407.25,547,48.9,86.5,54.92,14.75,3.1,4.75,0.3,111.15
1/1/2021,21:00:00,1/1/2021 21:00,518.75,680.5,96.88,87.2,53.88,14.32,4.03,5.88,0.3,89.72
1/1/2021,22:00:00,1/1/2021 22:00,591,774.5,145.55,84.62,56.2,14.32,4.28,4.6,0.28,116.05
1/1/2021,23:00:00,1/1/2021 23:00,583.5,766.25,120.83,79.68,58.8,16.38,4.28,4.38,0.3,85.38
1/2/2021,0:00:00,1/2/2021 0:00,620.25,810,91.57,71.17,59.33,17.2,3.65,4.83,0.28,94.77
1/2/2021,1:00:00,1/2/2021 1:00,553.75,712.75,47.15,63.45,58.35,16.27,2.38,4.32,0.3,98.5
1/2/2021,2:00:00,1/2/2021 2:00,438.75,537,22.82,54,57.1,13.9,1.6,4.05,0.3,119.75
1/2/2021,3:00:00,1/2/2021 3:00,350.75,435.5,43.2,57.55,38.45,12.45,1.45,3.6,0.3,143.12
1/2/2021,4:00:00,1/2/2021 4:00,363.5,468.25,69.08,63.48,44.17,13.75,1.38,3,0.28,134.78
1/2/2021,5:00:00,1/2/2021 5:00,374,474.75,45.62,59.65,49.45,13.15,1.25,3.65,0.3,93.82
1/2/2021,6:00:00,1/2/2021 6:00,369.25,458.5,36.58,62.9,48.1,13.33,1.17,4.42,0.28,134.85
1/2/2021,7:00:00,1/2/2021 7:00,386,473.25,50.15,64.05,52.18,13.6,1.57,4.35,0.3,193.65
1/2/2021,8:00:00,1/2/2021 8:00,403.5,503.25,28.4,64.32,51.5,11.43,1.88,5.17,0.28,135.8
1/2/2021,9:00:00,1/2/2021 9:00,409.75,526.75,27.43,58.42,50.08,10.8,1.82,5.03,0.2,157.35
1/2/2021,10:00:00,1/2/2021 10:00,376,512.5,19.77,62.88,49.2,11.53,1.73,6.3,0.28,124.47
1/2/2021,11:00:00,1/2/2021 11:00,367.25,476,15.85,62.7,49.33,12.22,1.73,9.75,0.23,117.5
1/2/2021,12:00:00,1/2/2021 12:00,363.5,459,8.58,59.67,49.3,14.15,1.5,22.32,0.23,126.15
1/2/2021,13:00:00,1/2/2021 13:00,331.75,435.25,5.03,44.55,48.25,15.25,1.23,41.15,0.2,126.63
1/2/2021,14:00:00,1/2/2021 14:00,252.25,353.25,3.5,40.35,44.42,15,0.82,47.42,0.23,147.35
1/2/2021,15:00:00,1/2/2021 15:00,180.5,275.5,3.12,45.2,42.52,16.32,0.83,51.73,0.25,130.97
1/2/2021,16:00:00,1/2/2021 16:00,190,303,2.78,54.3,41.73,21.27,0.78,38.58,0.2,100.62
1/2/2021,17:00:00,1/2/2021 17:00,196.75,316.5,4.7,63,41.6,21.75,0.78,26.53,0.23,132.4
1/2/2021,18:00:00,1/2/2021 18:00,210.5,365.25,10,78.28,43.08,19.52,1.12,9.72,0.25,140.8
1/2/2021,19:00:00,1/2/2021 19:00,250.75,443,11.88,70.35,44.58,18.05,1.6,7.05,0.28,132.6
1/2/2021,20:00:00,1/2/2021 20:00,274.25,437.25,15.1,69.5,47,16.75,2.15,4.72,0.28,151.9
1/2/2021,21:00:00,1/2/2021 21:00,294.5,426.25,16.52,60.92,49.5,16.8,2.32,4.53,0.3,166.9
1/2/2021,22:00:00,1/2/2021 22:00,299.75,417.5,35.65,59.95,49.73,15.65,2.3,3.38,0.3,151.52
1/2/2021,23:00:00,1/2/2021 23:00,301.5,409.5,58.78,59.92,50.15,16.93,2.1,3.9,0.3,185.12
1/3/2021,0:00:00,1/3/2021 0:00,297.5,411.75,65.4,59.98,53.05,20.65,1.72,3.65,0.28,175.9
1/3/2021,1:00:00,1/3/2021 1:00,279.5,444.25,29.65,55.3,50.75,16.6,1.52,1.6,0.25,174.72
1/3/2021,2:00:00,1/3/2021 2:00,252.5,353,40.08,51.57,51.95,15.78,1.77,5.15,0.3,140.5
1/3/2021,3:00:00,1/3/2021 3:00,269,369.75,22.6,49.85,37.85,12.6,1.6,3.85,0.3,105.2
1/3/2021,4:00:00,1/3/2021 4:00,274.75,352.25,18.73,46.45,44.05,13.75,1.48,3.97,0.3,48.08
1/3/2021,5:00:00,1/3/2021 5:00,262.25,330.75,13.1,45.45,49.73,15.9,1.35,4,0.28,55.02
1/3/2021,6:00:00,1/3/2021 6:00,257.25,317.5,28.28,46.25,49.45,15.85,1.55,3.17,0.25,90.12
1/3/2021,7:00:00,1/3/2021 7:00,260.5,336,14.57,42,51.55,15.7,1.35,3.45,0.2,70.6
1/3/2021,8:00:00,1/3/2021 8:00,232.5,297.5,19.32,48.1,64.1,12.68,1.08,11,0.2,117.35
1/3/2021,9:00:00,1/3/2021 9:00,207,245,21.65,57.45,69.2,8.9,0.7,8.9,0.2,180.77
1/3/2021,10:00:00,1/3/2021 10:00,NA,NA,NA,NA,65.8,NA,0,2.8,0.15,118.3
1/3/2021,11:00:00,1/3/2021 11:00,NA,NA,NA,NA,NA,NA,0,NA,0.2,73.25
1/3/2021,12:00:00,1/3/2021 12:00,NA,NA,NA,NA,NA,NA,0,NA,0.3,131.5
1/3/2021,13:00:00,1/3/2021 13:00,NA,NA,NA,NA,NA,NA,0,NA,0.2,82.6
1/3/2021,14:00:00,1/3/2021 14:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/3/2021,15:00:00,1/3/2021 15:00,NA,NA,NA,NA,NA,NA,NA,NA,0.3,97.1
1/3/2021,16:00:00,1/3/2021 16:00,NA,NA,NA,NA,NA,NA,NA,NA,0.4,59.7
1/3/2021,17:00:00,1/3/2021 17:00,NA,NA,NA,NA,NA,NA,0,NA,0.3,85.5
1/3/2021,18:00:00,1/3/2021 18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/3/2021,19:00:00,1/3/2021 19:00,NA,NA,NA,NA,NA,NA,0,NA,0.3,159.7
1/3/2021,20:00:00,1/3/2021 20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/3/2021,21:00:00,1/3/2021 21:00,NA,NA,NA,NA,NA,NA,NA,NA,0.3,170.2
1/3/2021,22:00:00,1/3/2021 22:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/3/2021,23:00:00,1/3/2021 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/4/2021,0:00:00,1/4/2021 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/4/2021,1:00:00,1/4/2021 1:00,NA,NA,NA,NA,NA,NA,0,NA,0.5,191.6
1/4/2021,2:00:00,1/4/2021 2:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/4/2021,3:00:00,1/4/2021 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/4/2021,4:00:00,1/4/2021 4:00,NA,NA,NA,NA,NA,NA,NA,NA,0.3,356.1
1/4/2021,5:00:00,1/4/2021 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/4/2021,6:00:00,1/4/2021 6:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/4/2021,7:00:00,1/4/2021 7:00,NA,NA,NA,NA,NA,NA,NA,NA,0.3,40.5
1/4/2021,8:00:00,1/4/2021 8:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/4/2021,9:00:00,1/4/2021 9:00,NA,NA,NA,NA,NA,NA,NA,NA,0.3,179.3
1/4/2021,10:00:00,1/4/2021 10:00,NA,NA,NA,NA,NA,NA,0,NA,0.3,112.8
1/4/2021,11:00:00,1/4/2021 11:00,164,239,43.3,85.1,42.65,21.55,0,NA,0.2,99.38
1/4/2021,12:00:00,1/4/2021 12:00,121.5,198.5,17.45,59.08,35.92,19.25,0.7,3.1,0.25,71.55
1/4/2021,13:00:00,1/4/2021 13:00,79,176,13.7,54.3,17.3,24.8,0.2,12.3,0.3,132.3
1/4/2021,14:00:00,1/4/2021 14:00,NA,163.5,NA,NA,3.1,NA,NA,NA,0.28,134.22
1/4/2021,15:00:00,1/4/2021 15:00,NA,152,NA,NA,NA,NA,NA,NA,0.3,204.38
1/4/2021,16:00:00,1/4/2021 16:00,NA,191,NA,NA,NA,NA,NA,NA,0.2,170.98
1/4/2021,17:00:00,1/4/2021 17:00,NA,236,59.95,104.1,NA,30.85,1.35,NA,0.25,291.55
1/4/2021,18:00:00,1/4/2021 18:00,194,269.5,101.4,102.12,NA,33.47,2.7,3.5,0.18,192.07
1/4/2021,19:00:00,1/4/2021 19:00,188,259.5,59.45,82.8,44.42,24.1,1.82,4.58,0.47,318.88
1/4/2021,20:00:00,1/4/2021 20:00,139.5,181,29.65,66.33,35.77,15.5,1.23,6.78,0.97,345.6
1/4/2021,21:00:00,1/4/2021 21:00,83,105.5,20,51.3,34.75,14.95,0.65,13.8,1.18,347.38
1/4/2021,22:00:00,1/4/2021 22:00,60.5,76,13.55,45.7,34.7,14.88,0.2,15.75,1.02,347.88
1/4/2021,23:00:00,1/4/2021 23:00,45,53,19.17,48.5,NA,15.95,0.7,10.62,0.25,244.18
1/5/2021,0:00:00,1/5/2021 0:00,44.5,50.5,23.9,49.65,NA,8.97,0.8,7.77,0.33,333.45
1/5/2021,1:00:00,1/5/2021 1:00,45.5,54.5,13.28,51.62,NA,8.78,0.6,11.38,0.4,345.6
1/5/2021,2:00:00,1/5/2021 2:00,40,52.5,10.27,37.35,NA,13.65,0.8,16.55,0.3,103.65
1/5/2021,3:00:00,1/5/2021 3:00,40,53,26.35,40.4,NA,21.05,0.85,7.73,0.3,15.3
1/5/2021,4:00:00,1/5/2021 4:00,50,55,15.28,37.9,NA,21.7,0.93,9.7,0.3,11.98
1/5/2021,5:00:00,1/5/2021 5:00,45,53.5,15.35,39.73,NA,24.68,0.78,11.55,0.3,42.7
1/5/2021,6:00:00,1/5/2021 6:00,39.5,49.5,10.45,34.05,NA,20.67,0.72,17.27,0.3,37.88
1/5/2021,7:00:00,1/5/2021 7:00,39.5,55.5,10.5,35.78,NA,16.8,1.02,15.15,0.3,64.03
1/5/2021,8:00:00,1/5/2021 8:00,49.5,74.5,27.1,38.75,NA,19.02,1.02,9.25,0.18,140.68
1/5/2021,9:00:00,1/5/2021 9:00,58,87.5,36.67,42,NA,19.8,0.95,9.28,0.4,249.35
1/5/2021,10:00:00,1/5/2021 10:00,65.5,101,32.03,41.9,NA,22.5,1.03,9.78,0.3,22.43
1/5/2021,11:00:00,1/5/2021 11:00,84.5,131,23.55,51.8,NA,27.17,0.75,17.1,0.28,39.45
1/5/2021,12:00:00,1/5/2021 12:00,100,166.5,13.17,57,37.2,28.52,0.85,25.43,0.28,78.68
1/5/2021,13:00:00,1/5/2021 13:00,98,170.5,5.35,45.83,33.7,22.75,1.1,35.88,0.3,103.4
1/5/2021,14:00:00,1/5/2021 14:00,89.5,146,4.85,50.88,37.78,20.6,1.95,34.33,0.33,109.83
1/5/2021,15:00:00,1/5/2021 15:00,111.5,178.5,10,73.15,43.7,19.28,1.77,26.07,0.75,177.68
1/5/2021,16:00:00,1/5/2021 16:00,143.5,216.5,6.07,50.43,43.68,17.02,1.4,29.98,0.5,104.17
1/5/2021,17:00:00,1/5/2021 17:00,133,194,4.22,39.25,38.27,15.88,1.52,23.38,0.5,15.02
1/5/2021,18:00:00,1/5/2021 18:00,102.5,157,7.55,40.73,35.88,15.8,1.78,16.15,0.32,100.85
1/5/2021,19:00:00,1/5/2021 19:00,96.5,148.5,43.48,42.68,29.2,17.07,1.85,11.5,0.38,266.62
1/5/2021,20:00:00,1/5/2021 20:00,124,172,35.2,44.4,32.78,20.02,1.8,13.53,0.3,25.85
1/5/2021,21:00:00,1/5/2021 21:00,129,167.5,33.2,48.48,31.9,20.7,1.97,10.1,0.28,59.02
1/5/2021,22:00:00,1/5/2021 22:00,118.5,154,32.35,51.5,32.5,19.38,2.22,11.88,0.3,90.5
1/5/2021,23:00:00,1/5/2021 23:00,105,143,26.2,44.35,35.5,17.82,1.95,9.68,0.3,99.03
1/6/2021,0:00:00,1/6/2021 0:00,89.5,141.5,45.45,41.73,34.55,19.1,1.25,9.52,0.3,99.9
1/6/2021,1:00:00,1/6/2021 1:00,91.5,146.5,52.65,36.93,34.83,16.57,1.12,8.57,0.3,120.38
1/6/2021,2:00:00,1/6/2021 2:00,87.5,142.5,58.4,35.05,41.03,12.55,0.93,8.35,0.3,121.67
1/6/2021,3:00:00,1/6/2021 3:00,93.5,147.5,88.55,34.8,30,11.2,0.75,9.2,0.3,156.25
1/6/2021,4:00:00,1/6/2021 4:00,107,176,120.35,36.38,28.65,12.5,1,9.7,0.3,188.4
1/6/2021,5:00:00,1/6/2021 5:00,116,186.5,76.7,37.55,29.42,10.73,0.8,8.93,0.25,206.53
1/6/2021,6:00:00,1/6/2021 6:00,124.5,170,70.6,37.12,30.9,11.8,0.9,11.25,0.28,105.95
1/6/2021,7:00:00,1/6/2021 7:00,132.5,173,143.78,34.25,34.57,12.9,1.08,18.3,0.3,335.65
1/6/2021,8:00:00,1/6/2021 8:00,154,203,150.18,26.85,37.17,17.05,1.77,39.22,0.2,151.12
1/6/2021,9:00:00,1/6/2021 9:00,193,254.5,121.83,39.6,39.8,18.4,1.88,46.65,0.35,155.38
1/6/2021,10:00:00,1/6/2021 10:00,201,265.5,61.23,44.1,41.85,16.42,1.8,19.35,0.2,128.45
1/6/2021,11:00:00,1/6/2021 11:00,185.5,240.5,41.17,44.42,35.3,16.57,1.43,19.82,0.25,121.4
1/6/2021,12:00:00,1/6/2021 12:00,170,222.5,31.88,43.15,35.85,18,1.4,23.93,0.23,99.62
1/6/2021,13:00:00,1/6/2021 13:00,151.5,210,22.88,39.45,35.88,18.92,1.1,30.68,0.25,52.45
1/6/2021,14:00:00,1/6/2021 14:00,129.5,183.5,14.15,37.08,37.2,18.8,1.23,34.03,0.25,80.62
1/6/2021,15:00:00,1/6/2021 15:00,104.5,150.5,10.97,34.42,41.1,18.92,1.07,35.17,0.25,132.07
1/6/2021,16:00:00,1/6/2021 16:00,91.5,129,8.3,38,40.77,21.7,0.8,33.95,0.3,92.9
1/6/2021,17:00:00,1/6/2021 17:00,119.5,168,23.67,55.5,41.48,18.43,1.45,17.3,0.23,292.38
1/6/2021,18:00:00,1/6/2021 18:00,181.5,272.5,29.82,55.38,42.32,10.12,1.57,11.57,0.2,287.75
1/6/2021,19:00:00,1/6/2021 19:00,195.5,302,21.1,44.38,34,11.52,1.52,12.05,0.25,282.27
1/6/2021,20:00:00,1/6/2021 20:00,165,257.5,16.05,42.38,33.55,13.55,1.7,11.73,0.23,286.67
1/6/2021,21:00:00,1/6/2021 21:00,147,232.5,15.7,41.9,32.6,13.5,1.72,13.78,0.33,298.73
1/6/2021,22:00:00,1/6/2021 22:00,145,233,16.95,40.42,32.98,13.3,1.7,12.53,0.3,310.7
1/6/2021,23:00:00,1/6/2021 23:00,145,241.5,19.52,38.42,35.8,11.97,1.55,10.05,0.32,324.48
1/7/2021,0:00:00,1/7/2021 0:00,144.5,243,23.65,36.83,36.05,11.68,1.48,9.4,0.55,338.72
1/7/2021,1:00:00,1/7/2021 1:00,142.5,246,14.82,32.5,36.42,12.88,0.93,10.9,0.53,341.23
1/7/2021,2:00:00,1/7/2021 2:00,133.5,232.5,11.57,30.25,40.88,13.4,0.85,11.6,0.38,340.23
1/7/2021,3:00:00,1/7/2021 3:00,120,199.5,9,23.75,30,13.35,0.8,13.55,0.4,333.38
1/7/2021,4:00:00,1/7/2021 4:00,111.5,172.5,10.07,21.23,28.7,13.88,0.7,14.43,0.4,330.73
1/7/2021,5:00:00,1/7/2021 5:00,117,173.5,10.72,23.52,28.65,14.07,0.7,11.93,0.32,330.9
1/7/2021,6:00:00,1/7/2021 6:00,115,184,14.57,26.77,30.08,13.73,0.55,12.73,0.3,321.43
1/7/2021,7:00:00,1/7/2021 7:00,104.5,172.5,13.02,30.75,32.88,12.82,0.7,14.07,0.38,329.2
1/7/2021,8:00:00,1/7/2021 8:00,106,161.5,18.65,37.23,33.6,14.07,0.95,10.85,0.28,320.4
1/7/2021,9:00:00,1/7/2021 9:00,113,171.5,22.38,34.12,34.22,14.73,1.3,10.85,0.35,338.57
1/7/2021,10:00:00,1/7/2021 10:00,116,183,22.12,38.1,34.4,13.68,1.35,12.68,0.45,341.43
1/7/2021,11:00:00,1/7/2021 11:00,114.5,184,17.02,35.5,31.23,13.88,1.48,18.32,0.62,343.43
1/7/2021,12:00:00,1/7/2021 12:00,114.5,181.5,11.75,37.47,30.88,14.48,1.35,27.5,0.48,348.98
1/7/2021,13:00:00,1/7/2021 13:00,116.5,183.5,7.65,39.15,31,13.5,1.3,34.03,0.45,4.38
1/7/2021,14:00:00,1/7/2021 14:00,122.5,198,5.83,42.92,31.55,13.57,1.2,40.5,0.57,97.25
1/7/2021,15:00:00,1/7/2021 15:00,133.5,212.5,4.12,41.1,35.17,13.1,1.1,43.38,0.62,6.78
1/7/2021,16:00:00,1/7/2021 16:00,130.5,209,2.83,42.7,35.73,12.65,1.12,35.6,0.75,5.35
1/7/2021,17:00:00,1/7/2021 17:00,122.5,201.5,4.57,45.55,36.27,12.72,1.18,26.3,0.62,266.4
1/7/2021,18:00:00,1/7/2021 18:00,120,207.5,6.62,50,36.23,12.85,1.2,14.2,0.47,354.52
1/7/2021,19:00:00,1/7/2021 19:00,125.5,228.5,46.25,50.15,32.15,13.25,1.6,9.78,0.32,348.05
1/7/2021,20:00:00,1/7/2021 20:00,142,264.5,52.92,51.7,32.1,15,1.75,11.45,0.35,345.02
1/7/2021,21:00:00,1/7/2021 21:00,150,270.5,NA,NA,2.47,NA,NA,NA,0.3,343.3
1/7/2021,22:00:00,1/7/2021 22:00,NA,259,NA,NA,3.1,NA,NA,NA,0.3,345.95
1/7/2021,23:00:00,1/7/2021 23:00,NA,259.25,NA,NA,3.15,NA,NA,NA,0.3,337.9
1/8/2021,0:00:00,1/8/2021 0:00,NA,261,NA,NA,3.23,NA,NA,NA,0.3,174.45
1/8/2021,1:00:00,1/8/2021 1:00,NA,264,NA,NA,3.12,NA,NA,NA,0.3,345.1
1/8/2021,2:00:00,1/8/2021 2:00,NA,247,NA,NA,3.18,NA,NA,NA,0.32,344.57
1/8/2021,3:00:00,1/8/2021 3:00,NA,215,NA,NA,3.15,NA,NA,NA,0.3,343.45
1/8/2021,4:00:00,1/8/2021 4:00,NA,182.5,NA,NA,3.18,NA,NA,NA,0.45,267.47
1/8/2021,5:00:00,1/8/2021 5:00,NA,160.5,NA,NA,3.12,NA,NA,NA,0.38,346.1
1/8/2021,6:00:00,1/8/2021 6:00,NA,155,NA,NA,3.23,NA,NA,NA,0.3,350.5
1/8/2021,7:00:00,1/8/2021 7:00,NA,166,NA,NA,3.2,NA,NA,NA,0.35,14.65
1/8/2021,8:00:00,1/8/2021 8:00,NA,182,NA,NA,3.17,NA,NA,NA,0.3,260.95
1/8/2021,9:00:00,1/8/2021 9:00,NA,192,NA,NA,3.2,NA,NA,NA,0.3,182.07
1/8/2021,10:00:00,1/8/2021 10:00,NA,203.5,NA,NA,3.18,NA,NA,NA,0.25,348.15
1/8/2021,11:00:00,1/8/2021 11:00,NA,216,NA,NA,3.12,NA,NA,NA,0.35,273.77
1/8/2021,12:00:00,1/8/2021 12:00,NA,206,19.2,46.9,25.83,16.25,0.25,2.2,0.38,342.58
1/8/2021,13:00:00,1/8/2021 13:00,155,215.75,15.2,50.52,29.5,16.27,1.07,2.5,0.38,280.35
1/8/2021,14:00:00,1/8/2021 14:00,170.75,265.75,15.7,59.82,30.62,14.7,1.23,8.53,0.28,250.78
1/8/2021,15:00:00,1/8/2021 15:00,222.75,338,15.1,65.35,36.17,9.77,1.27,17.95,0.47,261.72
1/8/2021,16:00:00,1/8/2021 16:00,248.25,384.25,8.58,62.97,38.6,7.3,1.3,23.8,0.4,105.75
1/8/2021,17:00:00,1/8/2021 17:00,281.5,432.5,8.15,63.72,38.88,4.88,1.23,23.25,0.4,266.82
1/8/2021,18:00:00,1/8/2021 18:00,274.75,432.5,17.3,69.42,38.95,8.35,0.95,11.43,0.32,343.02
1/8/2021,19:00:00,1/8/2021 19:00,254.5,430.75,53.28,69.35,34.08,13.48,1.3,12.07,0.28,168.3
1/8/2021,20:00:00,1/8/2021 20:00,252.75,427,90.48,61.15,33.73,16.55,2.83,14.97,0.3,336.2
1/8/2021,21:00:00,1/8/2021 21:00,283.25,475.75,122.85,58.97,33.42,18.02,3,14.2,0.3,324.75
1/8/2021,22:00:00,1/8/2021 22:00,254.25,466.75,103.12,47.48,32.98,18.65,2.38,12.55,0.28,302.23
1/8/2021,23:00:00,1/8/2021 23:00,201,379.75,74.2,43.65,38.08,17.1,1.85,10.5,0.23,304.3
1/9/2021,0:00:00,1/9/2021 0:00,167,291,67,40.67,37.72,16.4,1.62,9.6,0.28,312.15
1/9/2021,1:00:00,1/9/2021 1:00,147.5,258.75,56.95,39.88,39.02,15.47,1.52,9.53,0.32,322.25
1/9/2021,2:00:00,1/9/2021 2:00,150,248.75,40.93,41.8,43.33,14.25,1.25,9.7,0.32,337.17
1/9/2021,3:00:00,1/9/2021 3:00,141,232,32.5,37.4,30.65,12.1,1.15,8.23,0.32,343.7
1/9/2021,4:00:00,1/9/2021 4:00,128.25,203,22.7,38.3,28.75,12.97,1.15,9.62,0.55,344.18
1/9/2021,5:00:00,1/9/2021 5:00,118,182.5,22.73,39.98,29.3,16.27,1.3,10.15,0.4,339.92
1/9/2021,6:00:00,1/9/2021 6:00,124.75,194.75,26.15,38.5,32.17,17.77,1.18,9.05,0.38,339.58
1/9/2021,7:00:00,1/9/2021 7:00,134.25,201.75,33.33,39.15,39.52,15.68,1.43,9.07,0.32,335.25
1/9/2021,8:00:00,1/9/2021 8:00,133,212.5,45.45,39.7,41.8,15.25,1.53,10.2,0.28,321.55
1/9/2021,9:00:00,1/9/2021 9:00,152,238.25,55.02,41.75,42.35,16.6,1.6,NA,0.47,333.95
1/9/2021,10:00:00,1/9/2021 10:00,175.25,270.25,48.77,52.8,43.55,18.17,1.98,NA,0.53,335.82
1/9/2021,11:00:00,1/9/2021 11:00,186.5,285,34.7,53.92,36.5,17.93,1.85,NA,0.6,332.25
1/9/2021,12:00:00,1/9/2021 12:00,203,299,30.73,65.8,37.68,25.97,1.9,NA,0.47,333.38
1/9/2021,13:00:00,1/9/2021 13:00,212,329.75,26.75,70.85,38.6,41.55,1.73,NA,0.47,330.2
1/9/2021,14:00:00,1/9/2021 14:00,206.25,342.75,18.52,65.45,38.5,36.65,1.6,NA,0.62,336.5
1/9/2021,15:00:00,1/9/2021 15:00,185.5,317.25,14.73,65.95,44.1,20.3,1.95,NA,0.57,333.07
1/9/2021,16:00:00,1/9/2021 16:00,169.5,299,13.95,60.65,45.07,17.6,1.93,NA,0.85,339.3
1/9/2021,17:00:00,1/9/2021 17:00,148.75,269.25,13.85,60.98,43.85,15.05,1.82,NA,1.07,341.1
1/9/2021,18:00:00,1/9/2021 18:00,136,245.25,23,63.55,42.7,13.8,2.52,NA,0.6,326.23
1/9/2021,19:00:00,1/9/2021 19:00,142.75,260,43.85,56.35,38.52,13.27,2.52,NA,0.32,321.23
1/9/2021,20:00:00,1/9/2021 20:00,166.75,286.75,35.92,56.15,36.6,14.95,2,NA,0.3,303.6
1/9/2021,21:00:00,1/9/2021 21:00,176.75,292.5,29.18,49.03,36.9,13.62,2.4,NA,0.35,309.23
1/9/2021,22:00:00,1/9/2021 22:00,177.25,288.25,24,43.2,38.02,13.55,1.62,NA,0.6,323.17
1/9/2021,23:00:00,1/9/2021 23:00,183,286.25,14.62,39.45,44.48,13.12,1.1,NA,0.7,326.2
1/10/2021,0:00:00,1/10/2021 0:00,160.5,247,11.5,35.42,46.98,11.9,1.23,NA,0.82,327.83
1/10/2021,1:00:00,1/10/2021 1:00,155.75,235.5,9.18,30.43,47.83,12.25,1.43,NA,1.1,332.6
1/10/2021,2:00:00,1/10/2021 2:00,152.25,229,7.08,26.62,48.67,14.43,1.3,NA,1.07,332.52
1/10/2021,3:00:00,1/10/2021 3:00,144.25,204.75,4.9,27.95,32.5,14,1.7,NA,1.05,336.27
1/10/2021,4:00:00,1/10/2021 4:00,146.25,205.75,6.33,28.48,31,14.35,1.5,NA,0.82,327.48
1/10/2021,5:00:00,1/10/2021 5:00,146,205.75,5.62,24.38,34.2,13.9,1.55,NA,1.23,338.15
1/10/2021,6:00:00,1/10/2021 6:00,129.5,180.75,5.12,24.75,37.1,13.95,1.68,NA,0.93,332.25
1/10/2021,7:00:00,1/10/2021 7:00,116.75,156.25,10.07,29.82,46.25,14.38,1.52,NA,0.78,334.23
1/10/2021,8:00:00,1/10/2021 8:00,116,166.5,11.9,29.08,46.15,14.05,1.1,NA,1.07,336.6
1/10/2021,9:00:00,1/10/2021 9:00,109.5,169.25,15.45,28.95,45.67,13.73,1.25,NA,1.1,338.6
1/10/2021,10:00:00,1/10/2021 10:00,117.25,173.5,16.95,28.85,45.23,13.98,1.45,NA,0.7,312.48
1/10/2021,11:00:00,1/10/2021 11:00,118.25,173,13.47,29.53,39.48,12.75,1.58,NA,0.88,321.82
1/10/2021,12:00:00,1/10/2021 12:00,120,171,12.15,33.42,37.12,13.42,1.52,NA,0.93,334.05
1/10/2021,13:00:00,1/10/2021 13:00,122.5,181.5,9.3,35.7,37.8,15.22,1.1,NA,0.93,328.48
