Date,Time,Datetime,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Ozone,WS,WD
4/20/2021,13:00:00,4/20/2021 13:00,46.25,140.25,2,28.4,24.43,29,0.4,109.32,0.25,37
4/20/2021,14:00:00,4/20/2021 14:00,39.75,138.25,1.02,26.75,26.02,24.78,0.43,105.88,0.23,41.68
4/20/2021,15:00:00,4/20/2021 15:00,37.5,130,1.7,29.6,26.6,25.2,0.47,103.58,0.23,36.47
4/20/2021,16:00:00,4/20/2021 16:00,39.25,155.25,0.65,38.27,25.95,21.38,0.43,77.05,0.35,187.12
4/20/2021,17:00:00,4/20/2021 17:00,33.75,166.25,1,27.85,28.52,22.85,0.4,94.67,0.38,19.82
4/20/2021,18:00:00,4/20/2021 18:00,37.5,213.25,0.2,27.82,28.8,16.5,0.4,72.03,0.3,8.97
4/20/2021,19:00:00,4/20/2021 19:00,26.75,237.75,0.85,41.33,27.95,15.38,0.42,42.85,0.45,338.5
4/20/2021,20:00:00,4/20/2021 20:00,33.5,341.5,0.98,32.73,29.4,18.25,0.5,35.55,0.48,342
4/20/2021,21:00:00,4/20/2021 21:00,28.5,358,0.55,32.52,28.23,22.08,0.43,36,0.57,348.27
4/20/2021,22:00:00,4/20/2021 22:00,25.25,236.25,1.28,30.22,28.95,19.98,0.4,38.42,0.82,348.1
4/20/2021,23:00:00,4/20/2021 23:00,19.25,113,0.2,25.15,29.43,18.88,0.4,39.85,0.5,26.57
4/21/2021,0:00:00,4/21/2021 0:00,18.5,105.5,NA,30.73,31.5,18.98,0.4,37.77,0.3,32.52
4/21/2021,1:00:00,4/21/2021 1:00,24.75,87.75,1.3,29.98,32.88,18,0.4,37.6,0.28,32.55
4/21/2021,2:00:00,4/21/2021 2:00,28.5,73.5,0.35,34.83,37.1,21.52,0.4,27.3,0.3,91.38
4/21/2021,3:00:00,4/21/2021 3:00,27,76.5,12.5,49,23.6,41.3,0.6,12.9,0.28,217.5
4/21/2021,4:00:00,4/21/2021 4:00,39.5,104,16.32,44.7,30.38,37.12,0.6,6.28,0.28,280.82
4/21/2021,5:00:00,4/21/2021 5:00,55,121.25,4.97,36.57,31.43,26.32,0.5,15.8,0.2,241.5
4/21/2021,6:00:00,4/21/2021 6:00,91.75,159,3.22,33.7,35.6,40.4,0.65,16.25,0.2,220.32
4/21/2021,7:00:00,4/21/2021 7:00,142.75,235.5,3.92,31.15,35.98,37.73,0.55,18.77,0.2,219.03
4/21/2021,8:00:00,4/21/2021 8:00,91,176.75,4.03,35.95,36.83,28.23,0.53,21.35,0.18,247.8
4/21/2021,9:00:00,4/21/2021 9:00,58.25,136,3.08,35.9,36.85,23.95,0.47,31.23,0.2,261.17
4/21/2021,10:00:00,4/21/2021 10:00,37,90.75,2.18,32.78,35.67,25.82,0.5,46.35,0.2,236.17
4/21/2021,11:00:00,4/21/2021 11:00,26.5,76.5,2,32.75,34.4,22.85,0.5,59.7,0.2,246.38
4/21/2021,12:00:00,4/21/2021 12:00,31,91.5,1.88,28.53,31.85,20.4,0.47,72,0.18,253.65
4/21/2021,13:00:00,4/21/2021 13:00,30.75,94.75,0.38,28.77,30.28,22.03,0.4,81.38,0.2,261.5
4/21/2021,14:00:00,4/21/2021 14:00,28.75,90.25,NA,23.6,29.15,15,0.4,85.22,0.2,243.73
4/21/2021,15:00:00,4/21/2021 15:00,26,89,0.7,25.77,29,13.35,0.4,85.53,0.2,233.05
4/21/2021,16:00:00,4/21/2021 16:00,26.75,91.75,1.2,27.52,27.7,12.07,0.38,78.82,0.2,273.38
4/21/2021,17:00:00,4/21/2021 17:00,19.75,89.25,NA,29.18,28.85,12.45,0.4,79.03,0.2,278.12
4/21/2021,18:00:00,4/21/2021 18:00,20.25,85,1.5,30.65,29.45,13.07,0.4,72.55,0.18,291.15
4/21/2021,19:00:00,4/21/2021 19:00,25,88.5,NA,37.02,30.4,13.62,0.47,64.7,0.25,319.6
4/21/2021,20:00:00,4/21/2021 20:00,28,92.25,1.55,42.97,28.68,17.18,0.53,45.35,0.25,303.3
4/21/2021,21:00:00,4/21/2021 21:00,29.5,102.5,1.3,45.9,27.12,17.93,0.6,36.27,0.3,312.6
4/21/2021,22:00:00,4/21/2021 22:00,35.75,117.75,1.9,49.23,26.77,17.6,0.7,30.28,0.3,302.1
4/21/2021,23:00:00,4/21/2021 23:00,43.75,135,3.17,50.3,26.7,18.5,0.72,24.95,0.3,317.93
4/22/2021,0:00:00,4/22/2021 0:00,52.25,147.5,1.2,38.55,29.33,21.45,0.55,45.3,0.38,346.18
4/22/2021,1:00:00,4/22/2021 1:00,50.75,153.5,1.88,35.65,28.65,19.65,0.5,46.23,0.32,262.95
4/22/2021,2:00:00,4/22/2021 2:00,40,128,0.4,33.47,32.1,18.5,0.35,51.6,0.4,354.1
4/22/2021,3:00:00,4/22/2021 3:00,28.25,94,0.7,36,25.9,16.8,0.4,45.02,0.3,178.27
4/22/2021,4:00:00,4/22/2021 4:00,30.5,103,0.1,33.92,25.17,17.25,0.4,35.27,0.3,254.93
4/22/2021,5:00:00,4/22/2021 5:00,37.75,110.5,1.95,34.05,27.47,21.18,0.4,32.85,0.3,265.48
4/22/2021,6:00:00,4/22/2021 6:00,49,110.25,1.57,42.92,27.3,23.65,0.47,24.07,0.3,6.67
4/22/2021,7:00:00,4/22/2021 7:00,63.75,142.5,3,40.88,28.68,29.62,0.62,27.85,0.3,64.47
4/22/2021,8:00:00,4/22/2021 8:00,75,197.25,0.7,30.82,29.65,27.72,0.57,40.48,0.3,148.3
4/22/2021,9:00:00,4/22/2021 9:00,51.5,169.75,1.4,28.23,29.65,20.82,0.5,50.35,0.3,172.38
4/22/2021,10:00:00,4/22/2021 10:00,34,117.25,NA,28.5,30,18.52,0.5,59.55,0.35,182.15
4/22/2021,11:00:00,4/22/2021 11:00,30.75,105.75,1.2,28.48,34.6,17.1,0.47,69.6,0.3,178.72
4/22/2021,12:00:00,4/22/2021 12:00,30,106.25,1.35,23.12,30.27,16.3,0.43,77.62,0.28,157.8
4/22/2021,13:00:00,4/22/2021 13:00,30,105.5,0.68,22.38,30.08,15.8,0.4,83.48,0.23,158.55
4/22/2021,14:00:00,4/22/2021 14:00,27.25,89.75,NA,23.02,29.92,14.95,0.32,91.28,0.2,133.18
4/22/2021,15:00:00,4/22/2021 15:00,20.25,83.5,0.1,23.1,29.3,15.88,0.38,96.6,0.18,97.35
4/22/2021,16:00:00,4/22/2021 16:00,26.5,86.5,0.4,22.1,NA,15.45,0.38,101,0.23,135.55
4/22/2021,17:00:00,4/22/2021 17:00,32.5,89.5,NA,23.4,NA,14.95,0.35,103.1,0.18,97.07
4/22/2021,18:00:00,4/22/2021 18:00,28.5,87.75,NA,22.25,NA,13.07,0.35,99.4,0.15,94
4/22/2021,19:00:00,4/22/2021 19:00,31.5,101,0.4,27.15,NA,12.95,0.4,88.55,0.28,85.9
4/22/2021,20:00:00,4/22/2021 20:00,35.5,121.75,1.55,31.48,NA,16.5,0.4,63.58,0.23,95.12
4/22/2021,21:00:00,4/22/2021 21:00,35,139.25,0.55,33.7,NA,18.73,0.45,56.7,0.2,90.27
4/22/2021,22:00:00,4/22/2021 22:00,39,143,NA,29.7,NA,19.5,0.4,59.45,0.18,103.1
4/22/2021,23:00:00,4/22/2021 23:00,40.5,149.75,0.1,28.93,NA,19.75,0.38,60.45,0.23,101.9
4/23/2021,0:00:00,4/23/2021 0:00,34.75,138,0.15,27.8,NA,18.5,0.35,63.3,0.2,92.15
4/23/2021,1:00:00,4/23/2021 1:00,33,120,0.7,26.85,NA,18.98,0.32,61.77,0.2,80.62
4/23/2021,2:00:00,4/23/2021 2:00,38.75,110,0.85,26.4,NA,17.23,0.3,60.4,0.2,101.6
4/23/2021,3:00:00,4/23/2021 3:00,36.75,107.25,NA,28.4,NA,17.6,0.3,57.73,0.23,100.57
4/23/2021,4:00:00,4/23/2021 4:00,34.75,106.75,1.4,26,NA,19.35,0.3,54.6,0.2,100.4
4/23/2021,5:00:00,4/23/2021 5:00,41,103.5,0.6,25.1,NA,21.32,0.3,50.52,0.2,102.6
4/23/2021,6:00:00,4/23/2021 6:00,46.75,108.25,0.75,27.92,NA,22.08,0.35,42.9,0.2,131.35
4/23/2021,7:00:00,4/23/2021 7:00,55.5,122,1.67,27.67,NA,22.15,0.4,39.9,0.3,171.25
4/23/2021,8:00:00,4/23/2021 8:00,55.5,147.5,1.65,30.32,NA,18.88,0.55,39.25,0.42,185.1
4/23/2021,9:00:00,4/23/2021 9:00,56.75,212,3.38,32.23,NA,20.93,0.6,43.97,0.82,197.1
4/23/2021,10:00:00,4/23/2021 10:00,72.25,261.5,1,28.53,31.15,22.53,0.57,64.5,0.28,92.33
4/23/2021,11:00:00,4/23/2021 11:00,63,190.5,0.8,32.95,34.3,19.15,0.6,58.92,0.32,180.38
4/23/2021,12:00:00,4/23/2021 12:00,50.25,188.75,1.5,32.73,34.5,23.27,0.6,46.1,0.38,21.7
4/23/2021,13:00:00,4/23/2021 13:00,47,202,0.5,28.5,NA,22.9,0.53,64.75,0.3,51.45
4/23/2021,14:00:00,4/23/2021 14:00,41.75,160,0.82,28.65,35.4,31.4,0.45,74.55,0.28,50.08
4/23/2021,15:00:00,4/23/2021 15:00,34,152.5,0.68,32.7,33.73,36.58,0.4,76.4,0.25,61.35
4/23/2021,16:00:00,4/23/2021 16:00,31.75,156.5,0.65,30.02,31.9,27.82,0.4,81.38,0.23,58.48
4/23/2021,17:00:00,4/23/2021 17:00,33.25,148.25,0.4,28.65,31.62,25.75,0.4,80.92,0.25,47.67
4/23/2021,18:00:00,4/23/2021 18:00,28,124.25,NA,29.35,33.12,19.88,0.45,74.2,0.28,33
4/23/2021,19:00:00,4/23/2021 19:00,20.25,104.75,0.45,28.75,33,12.73,0.43,61.33,0.35,24.8
4/23/2021,20:00:00,4/23/2021 20:00,25.25,83.5,0.75,28.07,31.32,19.65,0.47,54.1,0.32,27.9
4/23/2021,21:00:00,4/23/2021 21:00,29,94,1.25,26.1,29.6,26.82,0.5,59.97,0.32,16.4
4/23/2021,22:00:00,4/23/2021 22:00,28.5,89.75,1.25,28.18,28.65,23.93,0.5,43.52,0.3,348.8
4/23/2021,23:00:00,4/23/2021 23:00,28.5,81.75,0.5,30,28.27,21.88,0.55,32.4,0.32,262.2
4/24/2021,0:00:00,4/24/2021 0:00,34.75,100.25,4.75,47.55,27.88,22.73,0.7,11.43,0.3,346.88
4/24/2021,1:00:00,4/24/2021 1:00,40,111.5,3.1,48.9,29.68,21.6,0.7,11.53,0.3,343.8
4/24/2021,2:00:00,4/24/2021 2:00,39,100.5,2.65,43.28,33.02,20.2,0.43,33.1,0.4,349.85
4/24/2021,3:00:00,4/24/2021 3:00,35.25,80,3.8,52.3,22.8,17.5,0.4,17.33,0.3,348.12
4/24/2021,4:00:00,4/24/2021 4:00,31,72.5,3.43,50.55,24.62,16.27,0.4,8.83,0.3,346.95
4/24/2021,5:00:00,4/24/2021 5:00,25.5,60,1.3,42.38,25.05,16.73,0.4,15.85,0.3,348.25
4/24/2021,6:00:00,4/24/2021 6:00,29,65.75,3.65,48.97,24.82,17.8,0.45,9.38,0.3,352.02
4/24/2021,7:00:00,4/24/2021 7:00,36.25,76.75,9.53,52.75,24.88,23.88,0.5,10.02,0.3,342.4
4/24/2021,8:00:00,4/24/2021 8:00,38.75,83.5,5.65,44.05,26.88,26.32,0.5,32.95,0.35,332.1
4/24/2021,9:00:00,4/24/2021 9:00,33.5,76,0.75,35.88,28.7,42.27,0.43,55.17,0.47,351.98
4/24/2021,10:00:00,4/24/2021 10:00,26.5,67.5,1.45,27.02,28.77,23.57,0.32,75.67,0.55,179
4/24/2021,11:00:00,4/24/2021 11:00,19.25,69,0.9,26.73,28.02,18.48,0.32,85.58,0.45,343.8
4/24/2021,12:00:00,4/24/2021 12:00,21.25,68.25,1,21.27,25.65,17.23,0.3,90.7,0.35,257.97
4/24/2021,13:00:00,4/24/2021 13:00,25.5,66.25,0.95,21.67,22.8,18.35,0.3,94.03,0.28,337
4/24/2021,14:00:00,4/24/2021 14:00,27.25,68.25,1.05,19.55,23.85,15.9,0.35,99.42,0.38,343.4
4/24/2021,15:00:00,4/24/2021 15:00,26.5,77.5,0.5,22.7,23.55,14.9,0.38,94.5,0.32,336.65
4/24/2021,16:00:00,4/24/2021 16:00,22,93.5,0.58,26.12,23.65,12.72,0.4,90.4,0.32,331.02
4/24/2021,17:00:00,4/24/2021 17:00,19.75,91.5,0.55,24.52,23.65,10.7,0.32,88.9,0.4,340.28
4/24/2021,18:00:00,4/24/2021 18:00,12.75,90.25,1.1,28.83,22.25,8.22,0.3,81.25,0.38,334.15
4/24/2021,19:00:00,4/24/2021 19:00,13.5,90.5,0.62,35.08,21.43,8.95,0.38,70.65,0.32,337.17
4/24/2021,20:00:00,4/24/2021 20:00,19,90.75,1.25,44.3,20.77,15.55,0.45,48.48,0.3,338.62
4/24/2021,21:00:00,4/24/2021 21:00,26.5,106,9.62,67.38,18.6,20.7,0.77,16.3,0.3,309.5
4/24/2021,22:00:00,4/24/2021 22:00,45.5,144,10.47,70.88,22.88,25.05,0.9,10.18,0.25,308.45
4/24/2021,23:00:00,4/24/2021 23:00,65.75,172,10.82,75.97,22.15,30.83,0.85,8.65,0.3,341.18
4/25/2021,0:00:00,4/25/2021 0:00,85.5,201.5,35.78,77.5,23.72,30.73,1,5.7,0.3,338.15
4/25/2021,1:00:00,4/25/2021 1:00,111.5,255.5,31.47,76.5,27.65,31.07,1.08,4.67,0.3,245.27
4/25/2021,2:00:00,4/25/2021 2:00,113,261.25,46.78,68.35,30.75,28.75,0.97,6.2,0.3,322.77
4/25/2021,3:00:00,4/25/2021 3:00,110.25,251.75,30.9,64,21.4,23.1,0.9,4.12,0.3,311.27
4/25/2021,4:00:00,4/25/2021 4:00,106,220.5,30.4,61.4,23.85,24.05,0.93,3.58,0.3,286
4/25/2021,5:00:00,4/25/2021 5:00,144.5,279,23.05,58,29.65,38.55,0.93,4.45,0.2,293.12
4/25/2021,6:00:00,4/25/2021 6:00,225.25,377.75,21.68,55.48,30.38,39.48,0.85,5.47,0.23,288.05
4/25/2021,7:00:00,4/25/2021 7:00,207.75,350.75,12.82,53.48,27.57,30.45,0.8,11.65,0.23,288.98
4/25/2021,8:00:00,4/25/2021 8:00,145.25,277.75,10.9,55.1,28.35,29.73,0.8,25.15,0.25,310.12
4/25/2021,9:00:00,4/25/2021 9:00,138.75,272.75,3.65,49.25,30.12,26.25,0.65,52.25,0.3,337.97
4/25/2021,10:00:00,4/25/2021 10:00,97,194.75,1.07,35.7,29.32,20.4,0.5,86.35,0.53,346.5
4/25/2021,11:00:00,4/25/2021 11:00,62.25,155.25,0.75,31.9,28.15,19.92,0.4,98.05,0.45,338.33
4/25/2021,12:00:00,4/25/2021 12:00,49.5,129.75,1.1,25.8,26.8,15.55,0.32,97.68,0.43,340.82
4/25/2021,13:00:00,4/25/2021 13:00,36,101.5,0.72,21.1,23.3,18,0.3,100.58,0.43,345.98
4/25/2021,14:00:00,4/25/2021 14:00,54.5,88.5,1.2,18.43,22,17.35,0.32,110.22,0.45,264.65
4/25/2021,15:00:00,4/25/2021 15:00,28.75,80.25,1.83,18.12,21.88,16.72,0.3,112.42,0.38,260.55
4/25/2021,16:00:00,4/25/2021 16:00,27,76.75,1.6,17.73,21.23,15.6,0.3,113.47,0.38,261.82
4/25/2021,17:00:00,4/25/2021 17:00,24.25,74.5,0.45,20.67,22.55,15.5,0.32,111.1,0.35,257.92
4/25/2021,18:00:00,4/25/2021 18:00,26.25,80.25,0.3,22.73,24.05,14.28,0.4,110.57,0.35,350.45
4/25/2021,19:00:00,4/25/2021 19:00,30,89.25,1.4,42.78,24.68,15.88,0.45,86.53,0.3,341.85
4/25/2021,20:00:00,4/25/2021 20:00,32.75,112.75,13.3,85.75,23.65,17.2,0.78,11.57,0.3,320.68
4/25/2021,21:00:00,4/25/2021 21:00,47.5,154.75,79.55,89.12,21.5,21.65,1.73,4.2,0.3,310.75
4/25/2021,22:00:00,4/25/2021 22:00,67.5,202.5,63.47,89.38,24.62,21.95,1.65,4.5,0.28,281.1
4/25/2021,23:00:00,4/25/2021 23:00,70,180.5,44.7,82.78,26.55,22.57,1.57,4.28,0.3,289.18
4/26/2021,0:00:00,4/26/2021 0:00,87.25,208.75,49.45,77,29.7,32.15,1.75,5.83,0.23,141.18
4/26/2021,1:00:00,4/26/2021 1:00,135.5,265,35.12,72.62,30.5,32.83,1.58,5.15,0.28,267.48
4/26/2021,2:00:00,4/26/2021 2:00,163.75,283.25,42.67,68.55,34.1,31.08,1.2,8.4,0.3,158.03
4/26/2021,3:00:00,4/26/2021 3:00,216.25,328.5,35.3,64.1,29,54.5,1.2,5.83,0.28,136.68
4/26/2021,4:00:00,4/26/2021 4:00,271,387,25.75,62.77,31.35,66.85,1.15,4.92,0.2,199.62
4/26/2021,5:00:00,4/26/2021 5:00,284,406.25,21,58.7,31,80.75,1.2,6.08,0.2,206.3
4/26/2021,6:00:00,4/26/2021 6:00,296.5,413.75,39.77,52.6,30.03,84.23,1.3,6.05,0.3,238.38
4/26/2021,7:00:00,4/26/2021 7:00,296,435.25,69.28,61.08,26.68,73,1.52,5.08,0.28,201.98
4/26/2021,8:00:00,4/26/2021 8:00,286.5,467.25,30.85,71.2,29.8,70.4,1.38,14.03,0.3,193.47
4/26/2021,9:00:00,4/26/2021 9:00,256.75,446,9.5,65.83,27.5,59.15,1.07,56.3,0.25,281.8
4/26/2021,10:00:00,4/26/2021 10:00,176.75,332.5,2.1,59.43,23.7,37.77,0.82,91.7,0.3,329.1
4/26/2021,11:00:00,4/26/2021 11:00,96.25,197.75,1.02,41.6,21.05,23.1,0.47,116.9,0.2,313.95
4/26/2021,12:00:00,4/26/2021 12:00,48.75,135.5,1.02,35.15,19.62,16.5,0.32,111.03,0.25,330.12
4/26/2021,13:00:00,4/26/2021 13:00,35.5,130.75,1.07,28.8,18.12,19.88,0.3,122.22,0.3,333.95
4/26/2021,14:00:00,4/26/2021 14:00,57,161.5,NA,25.88,19.38,22.27,0.55,138.57,0.25,328.5
4/26/2021,15:00:00,4/26/2021 15:00,67.75,171.5,1.2,24.65,19.62,18.02,0.5,128.57,0.3,328.55
4/26/2021,16:00:00,4/26/2021 16:00,54,162.25,2.7,28.45,19.8,16.8,0.5,123.1,0.18,307.83
4/26/2021,17:00:00,4/26/2021 17:00,50.25,162.5,0.75,31.75,21.3,16.18,0.5,117.33,0.2,296.52
4/26/2021,18:00:00,4/26/2021 18:00,49.75,153.5,0.98,42.35,21.98,13.4,0.57,94.75,0.25,305.52
4/26/2021,19:00:00,4/26/2021 19:00,54,162.25,1.33,68.03,23.1,12.75,0.78,55.65,0.28,291.8
4/26/2021,20:00:00,4/26/2021 20:00,57.75,192.25,43.65,107.58,23.1,18.85,1.32,6.62,0.3,259.3
4/26/2021,21:00:00,4/26/2021 21:00,86.25,258,63.25,108.35,24.98,25.55,2.08,3.62,0.3,254.85
4/26/2021,22:00:00,4/26/2021 22:00,114.5,302.25,37.65,105.05,25.62,26.38,2.12,3.72,0.3,253.43
4/26/2021,23:00:00,4/26/2021 23:00,121.5,296.75,43.1,96.4,23.38,24.15,2,4,0.3,247.53
4/27/2021,0:00:00,4/27/2021 0:00,118.5,284.75,191.83,96.03,28.93,27.6,2.65,5.3,0.3,245.8
4/27/2021,1:00:00,4/27/2021 1:00,145,355.5,107.85,91.9,33.67,26.33,2.65,4.38,0.3,231.9
4/27/2021,2:00:00,4/27/2021 2:00,173.25,357.75,120.85,81.95,41.35,32.45,2,6.9,0.3,229.53
4/27/2021,3:00:00,4/27/2021 3:00,233.75,413.25,230.7,87.8,29.9,34.9,2,3.98,0.3,230.48
4/27/2021,4:00:00,4/27/2021 4:00,282.5,484.5,192.43,84.92,35.08,41.85,2,3.4,0.28,254.35
4/27/2021,5:00:00,4/27/2021 5:00,323,532.5,97.78,73.4,40.12,53.52,1.72,3.75,0.3,290.23
4/27/2021,6:00:00,4/27/2021 6:00,316.75,491.25,97.27,66.7,36.05,48.8,1.65,3.83,0.3,166.45
4/27/2021,7:00:00,4/27/2021 7:00,277.75,447.5,79.05,68.05,32.2,36.28,1.45,3.75,0.25,153.45
4/27/2021,8:00:00,4/27/2021 8:00,232,433.75,50.05,86.2,34.33,49.72,1.33,11.32,0.3,177.78
4/27/2021,9:00:00,4/27/2021 9:00,287.25,518,21.45,91.88,38.4,89.35,1.32,47.1,0.23,224.73
4/27/2021,10:00:00,4/27/2021 10:00,271.75,437.5,4.58,70.35,33.3,41.62,0.73,101.57,0.25,324.88
4/27/2021,11:00:00,4/27/2021 11:00,120.75,223.5,0.88,51.38,27.15,23.38,0.4,133.55,0.28,337.3
4/27/2021,12:00:00,4/27/2021 12:00,82.25,183.75,1.05,47.1,25.6,31.35,0.2,129.83,0.17,304.25
4/27/2021,13:00:00,4/27/2021 13:00,73,220.5,1.4,36.6,20.62,26.17,0.1,127.17,0.35,333.62
4/27/2021,14:00:00,4/27/2021 14:00,59.75,217.5,1.55,27.4,20.1,21.32,0.47,120.53,0.4,334.9
4/27/2021,15:00:00,4/27/2021 15:00,57.25,222,1.02,29.4,19.9,19.27,0.43,113.2,0.45,339.07
4/27/2021,16:00:00,4/27/2021 16:00,60.5,215,0.6,29.73,20.23,19.55,0.4,117.53,0.42,342.2
4/27/2021,17:00:00,4/27/2021 17:00,55.5,192,0.6,31.7,21.25,17.05,0.4,107.25,0.43,347.38
4/27/2021,18:00:00,4/27/2021 18:00,49.5,188.5,1.5,41.35,24.12,16.88,0.53,102.93,0.32,344.38
4/27/2021,19:00:00,4/27/2021 19:00,64.75,204.25,3.22,94.98,22.32,19.83,0.93,37.77,0.3,331.07
4/27/2021,20:00:00,4/27/2021 20:00,73.25,238.25,47.6,116.55,25.7,19.27,1.57,6.02,0.3,308.15
4/27/2021,21:00:00,4/27/2021 21:00,89,285,112.95,114.2,26.1,22.95,2.48,3.1,0.3,307.88
4/27/2021,22:00:00,4/27/2021 22:00,113.25,356.25,197.05,113.9,29.6,25.62,3.05,3.6,0.3,306.95
4/27/2021,23:00:00,4/27/2021 23:00,127.5,371,142.47,100.4,24.65,26.35,2.17,3.6,0.3,306.7
4/28/2021,0:00:00,4/28/2021 0:00,123.25,316.75,280.52,98.33,37.05,27.57,3.78,5.45,0.3,309.88
4/28/2021,1:00:00,4/28/2021 1:00,151.25,400.25,218,91.35,32.95,23.25,3.58,5.22,0.3,298.02
4/28/2021,2:00:00,4/28/2021 2:00,148.75,364,98.95,84.22,40.78,26.75,1.62,7.1,0.28,295.2
4/28/2021,3:00:00,4/28/2021 3:00,162.25,339.5,70.5,72.8,33,68.5,1.2,3.75,0.18,264.42
4/28/2021,4:00:00,4/28/2021 4:00,247.5,449.5,77.3,72.15,38.38,57.5,1.23,3.88,0.28,183.62
4/28/2021,5:00:00,4/28/2021 5:00,305.25,500.5,80.67,66.65,39.7,57.12,1.3,4.1,0.3,176.73
4/28/2021,6:00:00,4/28/2021 6:00,347.75,549.75,93.07,63.78,39.2,59.75,1.38,4.83,0.3,168.02
4/28/2021,7:00:00,4/28/2021 7:00,372.25,580.25,97,67.95,37.77,49.8,1.62,4.78,0.25,149.88
4/28/2021,8:00:00,4/28/2021 8:00,361.75,592.75,44.5,80.7,38.58,61.02,1.48,11.38,0.15,235.5
4/28/2021,9:00:00,4/28/2021 9:00,330.25,572.75,18.9,96.7,37.27,59.95,1.32,40.12,0.2,225.88
4/28/2021,10:00:00,4/28/2021 10:00,260.5,478.25,5.12,82.88,34.75,47.07,0.98,95.6,0.28,326.12
4/28/2021,11:00:00,4/28/2021 11:00,183.5,350.75,1.5,63.8,32.42,49.35,0.75,134.18,0.28,328.77
4/28/2021,12:00:00,4/28/2021 12:00,140,298,1.93,52,28.7,32.88,0.45,137.65,0.28,331.08
4/28/2021,13:00:00,4/28/2021 13:00,89.25,296.25,1.2,38.85,22.4,22.73,0.2,113.93,0.23,320.2
4/28/2021,14:00:00,4/28/2021 14:00,69.75,282.5,1.5,30.7,20.8,22.15,0.45,118.78,0.23,320.95
4/28/2021,15:00:00,4/28/2021 15:00,61.75,231.25,0.1,29.92,19.7,19.17,0.38,104.3,0.35,334.85
4/28/2021,16:00:00,4/28/2021 16:00,56.75,226.25,0.6,31.05,19.8,17.52,0.3,91,0.3,325.57
4/28/2021,17:00:00,4/28/2021 17:00,50.75,198.75,1.4,36.08,21.68,15.65,0.3,87.2,0.38,337.62
4/28/2021,18:00:00,4/28/2021 18:00,44.5,194.75,1.45,51.88,24.48,12.15,0.45,61.52,0.3,316.07
4/28/2021,19:00:00,4/28/2021 19:00,47.5,192.5,7.42,84.75,24.15,12.62,0.72,22.65,0.3,302.45
4/28/2021,20:00:00,4/28/2021 20:00,56,197,16.67,96.72,27.05,14.22,1.23,6.17,0.25,251.88
4/28/2021,21:00:00,4/28/2021 21:00,73.25,234.75,16.38,95.62,25.58,20.62,1.18,3.25,0.28,339.88
4/28/2021,22:00:00,4/28/2021 22:00,95.25,280.75,78.12,95.47,25.05,24.6,1.75,4.28,0.28,313.12
4/28/2021,23:00:00,4/28/2021 23:00,114,314,25.7,91.9,27.73,24.77,1.45,5.53,0.3,339.05
4/29/2021,0:00:00,4/29/2021 0:00,122,303.25,39.17,89,28.62,25.23,1.33,4.85,0.3,327.9
4/29/2021,1:00:00,4/29/2021 1:00,145.75,334.75,45.35,84.3,28.68,23.1,1.3,4.95,0.3,319.97
4/29/2021,2:00:00,4/29/2021 2:00,145.5,313,36.52,77.42,37.05,19.42,1.12,6.5,0.3,317.93
4/29/2021,3:00:00,4/29/2021 3:00,151,329.75,25.6,77.8,25.2,23.9,1.1,3.5,0.3,331.45
4/29/2021,4:00:00,4/29/2021 4:00,167,359.5,57.97,79.95,31.58,24.5,1.23,3.88,0.3,309.48
4/29/2021,5:00:00,4/29/2021 5:00,186.25,389.25,63.35,66.55,30.22,30.05,1.33,3.02,0.25,244.92
4/29/2021,6:00:00,4/29/2021 6:00,228.5,443.75,47.67,61.1,35.07,43.77,1.32,3.62,0.25,265.7
4/29/2021,7:00:00,4/29/2021 7:00,299.25,529.75,59.97,64,35.4,53.55,1.52,4.72,0.3,275.9
4/29/2021,8:00:00,4/29/2021 8:00,330.25,588.5,36,80.75,40.15,67.18,1.52,12.9,0.28,217.17
4/29/2021,9:00:00,4/29/2021 9:00,321.75,594.75,10.3,82.1,36.65,59.58,1.23,44.42,0.3,326.25
4/29/2021,10:00:00,4/29/2021 10:00,257,466,2.2,74.1,36.23,54.78,1.08,93.2,0.25,326.5
4/29/2021,11:00:00,4/29/2021 11:00,213,392.25,1.18,60.17,33.42,37.17,0.95,140.97,0.28,330.55
4/29/2021,12:00:00,4/29/2021 12:00,152.5,297.75,4,43,29.6,23.9,0.62,150.32,0.32,341.05
4/29/2021,13:00:00,4/29/2021 13:00,94,215.75,1.4,33.77,24.6,23.4,0.45,145.9,0.35,260.27
4/29/2021,14:00:00,4/29/2021 14:00,82.5,205.75,0.88,29.18,22.62,24.1,0.47,134.28,0.45,345.7
4/29/2021,15:00:00,4/29/2021 15:00,70.25,202.25,0.8,26.55,20.62,19.42,0.38,109.65,0.45,263.12
4/29/2021,16:00:00,4/29/2021 16:00,56.25,189.75,1.3,29.02,20.4,17.1,0.3,95.85,0.4,341.82
4/29/2021,17:00:00,4/29/2021 17:00,55.75,173,1.27,29.17,21.52,16.4,0.3,93.15,0.3,347.15
4/29/2021,18:00:00,4/29/2021 18:00,55.75,190,0.75,30.3,25.5,17.23,0.4,105.85,0.38,182.85
4/29/2021,19:00:00,4/29/2021 19:00,67.25,288.75,0.67,41.47,26.3,16.9,0.48,76.33,0.35,346.82
